"date","county","rides_inbound","gas_i","unem_i","precip","tempMax","tempMin","pctPosSent","weekend","rides_inbound_l7","gas_i_l7","unem_i_l7","precip_l7","tempMax_l7","tempMin_l7","pctPosSent_l7","weekend_l7","rides_inbound_l14","gas_i_l14","unem_i_l14","precip_l14","tempMax_l14","tempMin_l14","pctPosSent_l14","weekend_l14","spend_log","spend_7l_log","spend_14l_log","clicks_log","clicks_7l_log","clicks_14l_log","reach_log","reach_7l_log","reach_14l_log","cases_log","cases_7l_log","cases_14l_log"
"2020-09-07","Orange",320,3.1,11,0,82,73,0.96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,11,NA,NA
"2020-09-08","Orange",540,3.1,11,0,79,73,0.97,0,510,3.1,12,0,78,67,0.96,0,NA,NA,NA,NA,NA,NA,NA,NA,3.3,0,NA,4.5,0,NA,8.3,0,NA,11,11,NA
"2020-09-09","Orange",520,3.1,11,0,79,67,0.98,0,520,3.1,12,0,79,66,0.96,0,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0,NA,4.6,0,NA,8.6,0,NA,11,11,NA
"2020-09-10","Orange",530,3.1,11,0,85,64,0.99,0,540,3.1,12,0,81,66,0.95,0,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0,NA,4.4,0,NA,8.5,0,NA,11,11,NA
"2020-09-11","Orange",510,3.1,11,0,83,61,0.99,0,530,3.1,11,0,86,67,0.94,0,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.6,NA,4.2,3,NA,8.6,6.3,NA,11,11,NA
"2020-09-12","Orange",280,3.1,11,0,84,63,0.99,1,480,3.1,11,0,100,70,0.95,1,NA,NA,NA,NA,NA,NA,NA,NA,3.7,2.5,NA,4.4,3.4,NA,8.7,7.1,NA,11,11,NA
"2020-09-13","Orange",360,3.1,11,0,81,64,0.99,1,420,3.1,11,0,100,74,0.95,1,NA,NA,NA,NA,NA,NA,NA,NA,3.6,0,NA,4.4,0,NA,8.8,0,NA,11,11,NA
"2020-09-14","Orange",650,3.1,11,0,85,64,0.99,0,320,3.1,11,0,82,73,0.96,0,NA,NA,NA,NA,NA,NA,NA,NA,3.7,0,NA,4.7,0,NA,8.8,0,NA,11,11,NA
"2020-09-15","Orange",660,3.1,11,0,86,64,0.98,0,540,3.1,11,0,79,73,0.97,0,510,3.1,12,0,78,67,0.96,0,3.7,3.3,0,4.4,4.5,0,8.8,8.3,0,11,11,11
"2020-09-17","Orange",620,3.1,11,0,94,65,0.97,0,520,3.1,11,0,79,67,0.98,0,520,3.1,12,0,79,66,0.96,0,3.6,3.5,0,4.3,4.6,0,8.5,8.6,0,11,11,11
"2020-09-18","Orange",460,3.1,11,0,90,68,0.97,0,530,3.1,11,0,85,64,0.99,0,540,3.1,12,0,81,66,0.95,0,3.6,3.4,0,4.6,4.4,0,8.6,8.5,0,11,11,11
"2020-09-19","Orange",380,3.1,11,0,83,66,0.96,1,510,3.1,11,0,83,61,0.99,0,530,3.1,11,0,86,67,0.94,0,3.7,3.5,1.6,4.4,4.2,3,8.7,8.6,6.3,11,11,11
"2020-09-20","Orange",290,3.1,11,0,78,66,0.95,1,280,3.1,11,0,84,63,0.99,1,480,3.1,11,0,100,70,0.95,1,3.7,3.7,2.5,4.3,4.4,3.4,8.7,8.7,7.1,11,11,11
"2020-09-21","Orange",640,3.1,11,0,78,66,0.94,0,360,3.1,11,0,81,64,0.99,1,420,3.1,11,0,100,74,0.95,1,3.7,3.6,0,4.2,4.4,0,8.7,8.8,0,11,11,11
"2020-09-22","Orange",610,3.1,11,0,80,66,0.93,0,650,3.1,11,0,85,64,0.99,0,320,3.1,11,0,82,73,0.96,0,3.7,3.7,0,4.3,4.7,0,8.6,8.8,0,11,11,11
"2020-09-23","Orange",590,3.1,11,0,85,64,0.93,0,660,3.1,11,0,86,64,0.98,0,540,3.1,11,0,79,73,0.97,0,2.7,3.7,3.3,3.4,4.4,4.5,7.5,8.8,8.3,11,11,11
"2020-09-24","Orange",520,3.1,10,0,82,64,0.93,0,620,3.1,11,0,94,65,0.97,0,520,3.1,11,0,79,67,0.98,0,0,3.6,3.5,0,4.3,4.6,0,8.5,8.6,11,11,11
"2020-09-25","Orange",510,3.1,10,0,78,65,0.93,0,460,3.1,11,0,90,68,0.97,0,530,3.1,11,0,85,64,0.99,0,3.8,3.6,3.4,4.2,4.6,4.4,8.5,8.6,8.5,11,11,11
"2020-09-26","Orange",480,3.1,10,0,78,67,0.93,1,380,3.1,11,0,83,66,0.96,1,510,3.1,11,0,83,61,0.99,0,3.9,3.7,3.5,4.2,4.4,4.2,8.8,8.7,8.6,11,11,11
"2020-09-27","Orange",360,3.1,10,0,78,68,0.92,1,290,3.1,11,0,78,66,0.95,1,280,3.1,11,0,84,63,0.99,1,3.9,3.7,3.7,4.2,4.3,4.4,8.8,8.7,8.7,11,11,11
"2020-09-28","Orange",580,3.1,10,0,86,68,0.91,0,640,3.1,11,0,78,66,0.94,0,360,3.1,11,0,81,64,0.99,1,3.9,3.7,3.6,4.3,4.2,4.4,8.8,8.7,8.8,11,11,11
"2020-09-29","Orange",560,3.1,10,0,92,66,0.9,0,610,3.1,11,0,80,66,0.93,0,650,3.1,11,0,85,64,0.99,0,4.1,3.7,3.7,4.5,4.3,4.7,9,8.6,8.8,11,11,11
"2020-09-30","Orange",600,3.1,10,0,100,67,0.9,0,590,3.1,11,0,85,64,0.93,0,660,3.1,11,0,86,64,0.98,0,3.7,2.7,3.7,3.2,3.4,4.4,8.2,7.5,8.8,11,11,11
"2020-10-01","Orange",580,3.1,10,0,97,68,0.9,0,520,3.1,10,0,82,64,0.93,0,620,3.1,11,0,94,65,0.97,0,1.8,0,3.6,3,0,4.3,7.1,0,8.5,11,11,11
"2020-10-02","Orange",590,3.1,10,0,92,68,0.9,0,510,3.1,10,0,78,65,0.93,0,460,3.1,11,0,90,68,0.97,0,1.9,3.8,3.6,3,4.2,4.6,7.3,8.5,8.6,11,11,11
"2020-10-03","Orange",220,3.1,10,0,91,65,0.91,1,480,3.1,10,0,78,67,0.93,1,380,3.1,11,0,83,66,0.96,1,1.8,3.9,3.7,3,4.2,4.4,7.2,8.8,8.7,11,11,11
"2020-10-04","Orange",200,3.1,10,0,92,61,0.93,1,360,3.1,10,0,78,68,0.92,1,290,3.1,11,0,78,66,0.95,1,1.7,3.9,3.7,2.6,4.2,4.3,7.2,8.8,8.7,11,11,11
"2020-10-05","Orange",590,3.1,10,0,90,64,0.93,0,580,3.1,10,0,86,68,0.91,0,640,3.1,11,0,78,66,0.94,0,1.6,3.9,3.7,2.3,4.3,4.2,6.9,8.8,8.7,11,11,11
"2020-10-06","Orange",570,3.1,10,0,89,64,0.95,0,560,3.1,10,0,92,66,0.9,0,610,3.1,11,0,80,66,0.93,0,0,4.1,3.7,0,4.5,4.3,0,9,8.6,11,11,11
"2020-10-07","Orange",600,3.1,10,0,78,64,0.95,0,600,3.1,10,0,100,67,0.9,0,590,3.1,11,0,85,64,0.93,0,0,3.7,2.7,0,3.2,3.4,0,8.2,7.5,11,11,11
"2020-10-08","Orange",590,3.1,10,0,78,68,0.96,0,580,3.1,10,0,97,68,0.9,0,520,3.1,10,0,82,64,0.93,0,0,1.8,0,0,3,0,0,7.1,0,11,11,11
"2020-10-09","Orange",600,3.1,10,0,76,68,0.97,0,590,3.1,10,0,92,68,0.9,0,510,3.1,10,0,78,65,0.93,0,0,1.9,3.8,0,3,4.2,0,7.3,8.5,11,11,11
"2020-10-10","Orange",350,3.1,10,0,77,68,0.97,1,220,3.1,10,0,91,65,0.91,1,480,3.1,10,0,78,67,0.93,1,0,1.8,3.9,0,3,4.2,0,7.2,8.8,11,11,11
"2020-10-11","Orange",360,3.1,10,0,77,63,0.97,1,200,3.1,10,0,92,61,0.93,1,360,3.1,10,0,78,68,0.92,1,0,1.7,3.9,0,2.6,4.2,0,7.2,8.8,11,11,11
"2020-10-12","Orange",510,3.1,10,0,90,63,0.97,0,590,3.1,10,0,90,64,0.93,0,580,3.1,10,0,86,68,0.91,0,0,1.6,3.9,0,2.3,4.3,0,6.9,8.8,11,11,11
"2020-10-13","Orange",580,3.1,10,0,93,65,0.97,0,570,3.1,10,0,89,64,0.95,0,560,3.1,10,0,92,66,0.9,0,0,0,4.1,0,0,4.5,0,0,9,11,11,11
"2020-10-14","Orange",610,3.1,10,0,91,63,0.97,0,600,3.1,10,0,78,64,0.95,0,600,3.1,10,0,100,67,0.9,0,1.2,0,3.7,1.1,0,3.2,5.6,0,8.2,11,11,11
"2020-10-15","Orange",650,3.1,9.9,0,92,65,0.96,0,590,3.1,10,0,78,68,0.96,0,580,3.1,10,0,97,68,0.9,0,2,0,1.8,1.8,0,3,6.5,0,7.1,11,11,11
"2020-10-16","Orange",610,3.1,9.9,0,87,64,0.96,0,600,3.1,10,0,76,68,0.97,0,590,3.1,10,0,92,68,0.9,0,2,0,1.9,1.8,0,3,6.3,0,7.3,11,11,11
"2020-10-17","Orange",220,3.1,9.9,0,81,63,0.97,1,350,3.1,10,0,77,68,0.97,1,220,3.1,10,0,91,65,0.91,1,2,0,1.8,1.4,0,3,6.5,0,7.2,11,11,11
"2020-10-18","Orange",200,3.1,9.9,0,80,67,0.98,1,360,3.1,10,0,77,63,0.97,1,200,3.1,10,0,92,61,0.93,1,1.8,0,1.7,1.9,0,2.6,6.4,0,7.2,11,11,11
"2020-10-19","Orange",720,3.1,9.8,0,77,67,0.98,0,510,3.1,10,0,90,63,0.97,0,590,3.1,10,0,90,64,0.93,0,2.1,0,1.6,2.5,0,2.3,7.1,0,6.9,11,11,11
"2020-10-20","Orange",690,3.1,9.8,0,77,67,0.99,0,580,3.1,10,0,93,65,0.97,0,570,3.1,10,0,89,64,0.95,0,2.6,0,0,3,0,0,7.7,0,0,11,11,11
"2020-10-21","Orange",650,3.1,9.8,0,76,68,0.99,0,610,3.1,10,0,91,63,0.97,0,600,3.1,10,0,78,64,0.95,0,2.5,1.2,0,3,1.1,0,7.7,5.6,0,11,11,11
"2020-10-22","Orange",550,3.1,9.7,0,75,68,0.99,0,650,3.1,9.9,0,92,65,0.96,0,590,3.1,10,0,78,68,0.96,0,2.7,2,0,3.4,1.8,0,7.8,6.5,0,11,11,11
"2020-10-23","Orange",680,3.1,9.7,0,73,67,0.98,0,610,3.1,9.9,0,87,64,0.96,0,600,3.1,10,0,76,68,0.97,0,2.6,2,0,3.3,1.8,0,7.7,6.3,0,11,11,11
"2020-10-24","Orange",320,3.1,9.7,0,72,67,0.96,1,220,3.1,9.9,0,81,63,0.97,1,350,3.1,10,0,77,68,0.97,1,2.6,2,0,2.6,1.4,0,7.7,6.5,0,11,11,11
"2020-10-25","Orange",250,3.1,9.6,0,70,62,0.94,1,200,3.1,9.9,0,80,67,0.98,1,360,3.1,10,0,77,63,0.97,1,2.6,1.8,0,2.9,1.9,0,7.7,6.4,0,11,11,11
"2020-10-26","Orange",520,3.1,9.6,0,75,56,0.93,0,720,3.1,9.8,0,77,67,0.98,0,510,3.1,10,0,90,63,0.97,0,2.6,2.1,0,2.8,2.5,0,7.6,7.1,0,11,11,11
"2020-10-27","Orange",530,3.1,9.6,0,81,53,0.92,0,690,3.1,9.8,0,77,67,0.99,0,580,3.1,10,0,93,65,0.97,0,2.5,2.6,0,2.6,3,0,7.7,7.7,0,11,11,11
"2020-10-28","Orange",590,3.1,9.5,0,76,55,0.92,0,650,3.1,9.8,0,76,68,0.99,0,610,3.1,10,0,91,63,0.97,0,2.5,2.5,1.2,3,3,1.1,7.6,7.7,5.6,11,11,11
"2020-10-29","Orange",480,3.1,9.5,0,81,54,0.93,0,550,3.1,9.7,0,75,68,0.99,0,650,3.1,9.9,0,92,65,0.96,0,2.5,2.7,2,2.9,3.4,1.8,7.6,7.8,6.5,11,11,11
"2020-10-30","Orange",630,3.1,9.4,0,80,56,0.93,0,680,3.1,9.7,0,73,67,0.98,0,610,3.1,9.9,0,87,64,0.96,0,2.6,2.6,2,3,3.3,1.8,7.5,7.7,6.3,11,11,11
"2020-10-31","Orange",190,3.1,9.4,0,76,57,0.93,1,320,3.1,9.7,0,72,67,0.96,1,220,3.1,9.9,0,81,63,0.97,1,2.6,2.6,2,2.9,2.6,1.4,7.8,7.7,6.5,11,11,11
"2020-11-01","Orange",260,3.1,9.4,0,86,58,0.95,1,250,3.1,9.6,0,70,62,0.94,1,200,3.1,9.9,0,80,67,0.98,1,2.6,2.6,1.8,3.3,2.9,1.9,8,7.7,6.4,11,11,11
"2020-11-02","Orange",600,3.1,9.3,0,74,58,0.95,0,520,3.1,9.6,0,75,56,0.93,0,720,3.1,9.8,0,77,67,0.98,0,2.5,2.6,2.1,3,2.8,2.5,7.9,7.6,7.1,11,11,11
"2020-11-03","Orange",510,3.1,9.3,0,77,62,0.95,0,530,3.1,9.6,0,81,53,0.92,0,690,3.1,9.8,0,77,67,0.99,0,2.7,2.5,2.6,3.5,2.6,3,8.1,7.7,7.7,11,11,11
"2020-11-04","Orange",470,3.1,9.3,0,78,57,0.95,0,590,3.1,9.5,0,76,55,0.92,0,650,3.1,9.8,0,76,68,0.99,0,2.6,2.5,2.5,2.9,3,3,8.1,7.6,7.7,11,11,11
"2020-11-05","Orange",520,3.1,9.2,0,87,59,0.94,0,480,3.1,9.5,0,81,54,0.93,0,550,3.1,9.7,0,75,68,0.99,0,2.6,2.5,2.7,2.8,2.9,3.4,8,7.6,7.8,11,11,11
"2020-11-06","Orange",560,3.1,9.2,0,74,60,0.93,0,630,3.1,9.4,0,80,56,0.93,0,680,3.1,9.7,0,73,67,0.98,0,2.6,2.6,2.6,3.3,3,3.3,7.9,7.5,7.7,11,11,11
"2020-11-07","Orange",200,3.1,9.2,0.35,63,54,0.93,1,190,3.1,9.4,0,76,57,0.93,1,320,3.1,9.7,0,72,67,0.96,1,2.7,2.6,2.6,3.1,2.9,2.6,8.1,7.8,7.7,11,11,11
"2020-11-08","Orange",220,3.1,9.1,0.02,63,53,0.93,1,260,3.1,9.4,0,86,58,0.95,1,250,3.1,9.6,0,70,62,0.94,1,2.7,2.6,2.6,3.3,3.3,2.9,8.1,8,7.7,11,11,11
"2020-11-09","Orange",580,3.1,9.1,0,62,46,0.95,0,600,3.1,9.3,0,74,58,0.95,0,520,3.1,9.6,0,75,56,0.93,0,2.6,2.5,2.6,3.1,3,2.8,7.9,7.9,7.6,11,11,11
"2020-11-10","Orange",540,3.1,9.1,0,69,46,0.96,0,510,3.1,9.3,0,77,62,0.95,0,530,3.1,9.6,0,81,53,0.92,0,2.6,2.7,2.5,3,3.5,2.6,7.8,8.1,7.7,11,11,11
"2020-11-11","Orange",410,3.1,9,0,68,47,0.98,0,470,3.1,9.3,0,78,57,0.95,0,590,3.1,9.5,0,76,55,0.92,0,2.6,2.6,2.5,3.1,2.9,3,7.8,8.1,7.6,11,11,11
"2020-11-12","Orange",530,3.1,9,0,70,48,0.99,0,520,3.1,9.2,0,87,59,0.94,0,480,3.1,9.5,0,81,54,0.93,0,2.7,2.6,2.5,3.4,2.8,2.9,7.8,8,7.6,11,11,11
"2020-11-13","Orange",530,3.1,8.9,0,68,49,0.99,0,560,3.1,9.2,0,74,60,0.93,0,630,3.1,9.4,0,80,56,0.93,0,2.6,2.6,2.6,2.5,3.3,3,7.7,7.9,7.5,11,11,11
"2020-11-14","Orange",320,3.1,8.9,0,71,51,0.99,1,200,3.1,9.2,0.35,63,54,0.93,1,190,3.1,9.4,0,76,57,0.93,1,2.7,2.7,2.6,3.1,3.1,2.9,7.8,8.1,7.8,11,11,11
"2020-11-15","Orange",190,3.1,8.9,0,84,51,0.98,1,220,3.1,9.1,0.02,63,53,0.93,1,260,3.1,9.4,0,86,58,0.95,1,2.6,2.7,2.6,3.1,3.3,3.3,7.8,8.1,8,11,11,11
"2020-11-16","Orange",580,3.1,8.8,0,90,53,0.97,0,580,3.1,9.1,0,62,46,0.95,0,600,3.1,9.3,0,74,58,0.95,0,2.5,2.6,2.5,2.5,3.1,3,7.6,7.9,7.9,11,11,11
"2020-11-17","Orange",540,3.1,8.8,0,76,52,0.97,0,540,3.1,9.1,0,69,46,0.96,0,510,3.1,9.3,0,77,62,0.95,0,0.11,2.6,2.7,0,3,3.5,2.5,7.8,8.1,11,11,11
"2020-11-18","Orange",530,3.1,8.8,0,67,54,0.96,0,410,3.1,9,0,68,47,0.98,0,470,3.1,9.3,0,78,57,0.95,0,0.01,2.6,2.6,0,3.1,2.9,1.1,7.8,8.1,11,11,11
"2020-11-19","Orange",500,3.1,8.7,0,70,56,0.96,0,530,3.1,9,0,70,48,0.99,0,520,3.1,9.2,0,87,59,0.94,0,0,2.7,2.6,0,3.4,2.8,0,7.8,8,11,11,11
"2020-11-20","Orange",450,3.1,8.7,0,72,52,0.96,0,530,3.1,8.9,0,68,49,0.99,0,560,3.1,9.2,0,74,60,0.93,0,0,2.6,2.6,0,2.5,3.3,0,7.7,7.9,11,11,11
"2020-11-21","Orange",260,3,8.7,0,73,53,0.96,1,320,3.1,8.9,0,71,51,0.99,1,200,3.1,9.2,0.35,63,54,0.93,1,0,2.7,2.7,0,3.1,3.1,0,7.8,8.1,11,11,11
"2020-11-22","Orange",170,3,8.7,0,69,53,0.96,1,190,3.1,8.9,0,84,51,0.98,1,220,3.1,9.1,0.02,63,53,0.93,1,0,2.6,2.7,0,3.1,3.3,0,7.8,8.1,11,11,11
"2020-11-23","Orange",500,3,8.8,0,66,54,0.97,0,580,3.1,8.8,0,90,53,0.97,0,580,3.1,9.1,0,62,46,0.95,0,0,2.5,2.6,0,2.5,3.1,0,7.6,7.9,11,11,11
"2020-11-24","Orange",490,3,8.8,0,67,52,0.98,0,540,3.1,8.8,0,76,52,0.97,0,540,3.1,9.1,0,69,46,0.96,0,0,0.11,2.6,0,0,3,0,2.5,7.8,11,11,11
"2020-11-25","Orange",470,3,8.8,0,67,50,0.98,0,530,3.1,8.8,0,67,54,0.96,0,410,3.1,9,0,68,47,0.98,0,0,0.01,2.6,0,0,3.1,0,1.1,7.8,11,11,11
"2020-11-26","Orange",1000,3.1,8.8,0,74,50,0.99,0,500,3.1,8.7,0,70,56,0.96,0,530,3.1,9,0,70,48,0.99,0,0,0,2.7,0,0,3.4,0,0,7.8,11,11,11
"2020-11-27","Orange",1700,3.1,8.8,0,76,51,1,0,450,3.1,8.7,0,72,52,0.96,0,530,3.1,8.9,0,68,49,0.99,0,0,0,2.6,0,0,2.5,0,0,7.7,11,11,11
"2020-11-28","Orange",260,3.1,8.9,0,75,45,1,1,260,3,8.7,0,73,53,0.96,1,320,3.1,8.9,0,71,51,0.99,1,0,0,2.7,0,0,3.1,0,0,7.8,11,11,11
"2020-11-29","Orange",210,3.1,8.9,0,76,44,1,1,170,3,8.7,0,69,53,0.96,1,190,3.1,8.9,0,84,51,0.98,1,0,0,2.6,0,0,3.1,0,0,7.8,11,11,11
"2020-11-30","Orange",500,3.1,8.9,0,77,48,0.99,0,500,3,8.8,0,66,54,0.97,0,580,3.1,8.8,0,90,53,0.97,0,0,0,2.5,0,0,2.5,0,0,7.6,11,11,11
"2020-12-01","Orange",480,3.1,8.9,0,72,47,0.98,0,490,3,8.8,0,67,52,0.98,0,540,3.1,8.8,0,76,52,0.97,0,0,0,0.11,0,0,0,0,0,2.5,11,11,11
"2020-12-02","Orange",520,3.1,8.9,0,76,46,0.97,0,470,3,8.8,0,67,50,0.98,0,530,3.1,8.8,0,67,54,0.96,0,0,0,0.01,0,0,0,0,0,1.1,11,11,11
"2020-12-03","Orange",460,3.1,9,0,77,48,0.94,0,1000,3.1,8.8,0,74,50,0.99,0,500,3.1,8.7,0,70,56,0.96,0,0,0,0,0,0,0,0,0,0,11,11,11
"2020-12-04","Orange",460,3.1,9,0,76,42,0.92,0,1700,3.1,8.8,0,76,51,1,0,450,3.1,8.7,0,72,52,0.96,0,0,0,0,0,0,0,0,0,0,11,11,11
"2020-12-05","Orange",230,3.1,9,0,72,43,0.9,1,260,3.1,8.9,0,75,45,1,1,260,3,8.7,0,73,53,0.96,1,0,0,0,0,0,0,0,0,0,11,11,11
"2020-12-06","Orange",200,3.1,9,0,73,42,0.89,1,210,3.1,8.9,0,76,44,1,1,170,3,8.7,0,69,53,0.96,1,0,0,0,0,0,0,0,0,0,11,11,11
"2020-12-07","Orange",400,3.1,9,0,77,47,0.84,0,500,3.1,8.9,0,77,48,0.99,0,500,3,8.8,0,66,54,0.97,0,0,0,0,0,0,0,0,0,0,11,11,11
"2020-12-08","Orange",470,3.1,9.1,0,87,59,0.81,0,480,3.1,8.9,0,72,47,0.98,0,490,3,8.8,0,67,52,0.98,0,0,0,0,0,0,0,0,0,0,11,11,11
"2020-12-09","Orange",460,3.1,9.1,0,74,54,0.86,0,520,3.1,8.9,0,76,46,0.97,0,470,3,8.8,0,67,50,0.98,0,0,0,0,0,0,0,0,0,0,11,11,11
"2020-12-10","Orange",450,3.1,9.1,0,65,49,0.82,0,460,3.1,9,0,77,48,0.94,0,1000,3.1,8.8,0,74,50,0.99,0,0,0,0,0,0,0,0,0,0,11,11,11
"2020-12-11","Orange",400,3.1,9.1,0,64,47,0.78,0,460,3.1,9,0,76,42,0.92,0,1700,3.1,8.8,0,76,51,1,0,0,0,0,0,0,0,0,0,0,12,11,11
"2020-12-12","Orange",150,3.1,9.1,0,65,48,0.82,1,230,3.1,9,0,72,43,0.9,1,260,3.1,8.9,0,75,45,1,1,0,0,0,0,0,0,0,0,0,12,11,11
"2020-12-13","Orange",190,3.1,9.2,0,69,46,0.86,1,200,3.1,9,0,73,42,0.89,1,210,3.1,8.9,0,76,44,1,1,0,0,0,0,0,0,0,0,0,12,11,11
"2020-12-14","Orange",380,3.1,9.2,0,66,50,0.91,0,400,3.1,9,0,77,47,0.84,0,500,3.1,8.9,0,77,48,0.99,0,0,0,0,0,0,0,0,0,0,12,11,11
"2020-12-15","Orange",380,3.1,9.2,0,74,45,0.96,0,470,3.1,9.1,0,87,59,0.81,0,480,3.1,8.9,0,72,47,0.98,0,0,0,0,0,0,0,0,0,0,12,11,11
"2020-12-16","Orange",390,3.1,9.2,0,70,46,0.95,0,460,3.1,9.1,0,74,54,0.86,0,520,3.1,8.9,0,76,46,0.97,0,0,0,0,0,0,0,0,0,0,12,11,11
"2020-12-17","Orange",390,3.1,9.2,0.01,66,50,0.91,0,450,3.1,9.1,0,65,49,0.82,0,460,3.1,9,0,77,48,0.94,0,0,0,0,0,0,0,0,0,0,12,11,11
"2020-12-18","Orange",350,3.1,9.3,0,73,49,0.88,0,400,3.1,9.1,0,64,47,0.78,0,460,3.1,9,0,76,42,0.92,0,0,0,0,0,0,0,0,0,0,12,12,11
"2020-12-19","Orange",150,3.1,9.3,0,72,44,0.8,1,150,3.1,9.1,0,65,48,0.82,1,230,3.1,9,0,72,43,0.9,1,0,0,0,0,0,0,0,0,0,12,12,11
"2020-12-20","Orange",190,3.1,9.3,0,78,44,0.7,1,190,3.1,9.2,0,69,46,0.86,1,200,3.1,9,0,73,42,0.89,1,0,0,0,0,0,0,0,0,0,12,12,11
"2020-12-21","Orange",290,3.1,9.3,0,78,47,0.73,0,380,3.1,9.2,0,66,50,0.91,0,400,3.1,9,0,77,47,0.84,0,0,0,0,0,0,0,0,0,0,12,12,11
"2020-12-22","Orange",340,3.1,9.3,0,66,48,0.75,0,380,3.1,9.2,0,74,45,0.96,0,470,3.1,9.1,0,87,59,0.81,0,0,0,0,0,0,0,0,0,0,12,12,11
"2020-12-23","Orange",340,3.1,9.3,0,68,50,0.78,0,390,3.1,9.2,0,70,46,0.95,0,460,3.1,9.1,0,74,54,0.86,0,0,0,0,0,0,0,0,0,0,12,12,11
"2020-12-24","Orange",200,3.1,9.3,0.02,67,51,0.88,0,390,3.1,9.2,0.01,66,50,0.91,0,450,3.1,9.1,0,65,49,0.82,0,0,0,0,0,0,0,0,0,0,12,12,11
"2020-12-25","Orange",97,3.1,9.3,0,75,45,1,0,350,3.1,9.3,0,73,49,0.88,0,400,3.1,9.1,0,64,47,0.78,0,0,0,0,0,0,0,0,0,0,12,12,12
"2020-12-26","Orange",200,3.1,9.2,0,68,46,0.96,1,150,3.1,9.3,0,72,44,0.8,1,150,3.1,9.1,0,65,48,0.82,1,0,0,0,0,0,0,0,0,0,12,12,12
"2020-12-27","Orange",180,3.1,9.2,0,63,55,0.91,1,190,3.1,9.3,0,78,44,0.7,1,190,3.1,9.2,0,69,46,0.86,1,0,0,0,0,0,0,0,0,0,12,12,12
"2020-12-28","Orange",270,3.1,9.2,1,61,47,0.85,0,290,3.1,9.3,0,78,47,0.73,0,380,3.1,9.2,0,66,50,0.91,0,0,0,0,0,0,0,0,0,0,12,12,12
"2020-12-29","Orange",310,3.1,9.2,0,67,44,0.81,0,340,3.1,9.3,0,66,48,0.75,0,380,3.1,9.2,0,74,45,0.96,0,0,0,0,0,0,0,0,0,0,12,12,12
"2020-12-30","Orange",260,3.1,9.2,0,66,41,0.77,0,340,3.1,9.3,0,68,50,0.78,0,390,3.1,9.2,0,70,46,0.95,0,0,0,0,0,0,0,0,0,0,12,12,12
"2020-12-31","Orange",200,3.1,9.2,0,68,46,0.79,0,200,3.1,9.3,0.02,67,51,0.88,0,390,3.1,9.2,0.01,66,50,0.91,0,0,0,0,0,0,0,0,0,0,12,12,12
"2021-01-01","Orange",97,3.1,9.2,0,74,52,0.81,0,97,3.1,9.3,0,75,45,1,0,350,3.1,9.3,0,73,49,0.88,0,0,0,0,0,0,0,0,0,0,12,12,12
"2021-01-02","Orange",150,3.1,9.2,0,64,47,0.89,1,200,3.1,9.2,0,68,46,0.96,1,150,3.1,9.3,0,72,44,0.8,1,0,0,0,0,0,0,0,0,0,12,12,12
"2021-01-03","Orange",140,3.1,9.2,0,63,49,0.94,1,180,3.1,9.2,0,63,55,0.91,1,190,3.1,9.3,0,78,44,0.7,1,0,0,0,0,0,0,0,0,0,12,12,12
"2021-01-04","Orange",360,3.1,9.2,0,62,49,0.98,0,270,3.1,9.2,1,61,47,0.85,0,290,3.1,9.3,0,78,47,0.73,0,0,0,0,0,0,0,0,0,0,12,12,12
"2021-01-05","Orange",360,3.2,9.1,0,63,51,0.99,0,310,3.1,9.2,0,67,44,0.81,0,340,3.1,9.3,0,66,48,0.75,0,0,0,0,0,0,0,0,0,0,12,12,12
"2021-01-06","Orange",370,3.2,9.1,0,64,49,0.98,0,260,3.1,9.2,0,66,41,0.77,0,340,3.1,9.3,0,68,50,0.78,0,0,0,0,0,0,0,0,0,0,12,12,12
"2021-01-07","Orange",360,3.2,9.1,0,69,47,0.97,0,200,3.1,9.2,0,68,46,0.79,0,200,3.1,9.3,0.02,67,51,0.88,0,0,0,0,0,0,0,0,0,0,12,12,12
"2021-01-08","Orange",360,3.2,9.1,0,66,48,0.95,0,97,3.1,9.2,0,74,52,0.81,0,97,3.1,9.3,0,75,45,1,0,0,0,0,0,0,0,0,0,0,12,12,12
"2021-01-09","Orange",150,3.2,9.1,0,76,44,0.94,1,150,3.1,9.2,0,64,47,0.89,1,200,3.1,9.2,0,68,46,0.96,1,0,0,0,0,0,0,0,0,0,12,12,12
"2021-01-10","Orange",150,3.2,9.1,0,72,45,0.91,1,140,3.1,9.2,0,63,49,0.94,1,180,3.1,9.2,0,63,55,0.91,1,0,0,0,0,0,0,0,0,0,12,12,12
"2021-01-11","Orange",330,3.2,9.1,0,74,43,0.91,0,360,3.1,9.2,0,62,49,0.98,0,270,3.1,9.2,1,61,47,0.85,0,0,0,0,0,0,0,0,0,0,12,12,12
"2021-01-12","Orange",310,3.2,9.1,0,72,46,0.91,0,360,3.2,9.1,0,63,51,0.99,0,310,3.1,9.2,0,67,44,0.81,0,0,0,0,0,0,0,0,0,0,12,12,12
